pps,bytes_per_second,avg_pkt_len,std_pkt_len,syn_ratio,fin_ratio,rst_ratio,ack_ratio,tcp_ratio,udp_ratio,icmp_ratio,inter_arrival_mean,inter_arrival_std,unique_dst_ports,burst_score
23.444725408122938,14931.351946568837,636.8746780627912,37.31143088741837,0.24390558790918898,0.1522279403980706,0.039303215263847696,0.27686817960532756,0.7292989599556912,0.1887782507600196,0.08192278928428923,241.68139081091655,58.76571351372428,3,10.014111681129304
24.86008678485407,15986.112503092389,643.0433104051704,28.507004270210842,0.20690779299814552,0.12633287982441296,0.037904387004268694,0.41271558087792104,0.41361936089238843,0.3251977818497039,0.26118285725790774,486.22807146560456,134.50256259171866,13,11.897368959032667
6.64452252770706,4483.32888495721,674.7405650687665,208.08419644031184,0.18619053897695428,0.19350194648684202,0.0162912679069076,0.42227582362092136,0.3219018828936144,0.1046234140603048,0.5734747030460807,250.69123129962972,32.473347067221425,7,7.659868967163073
7.580371122475639,7208.531426200065,950.9470327682141,213.07687958065225,0.07809166034551027,0.16645196027904022,0.040238217874840096,0.43248702741810474,0.5185759594361654,0.40087130163556894,0.08055273892826564,165.51420884721472,103.96184807637145,2,2.9565347705303373
6.797337871778141,339.9531304721543,50.0126868613675,214.4979598016372,0.19518225775549197,0.09178315510766799,0.028437059797644687,0.2838781988765945,0.6934621887510692,0.20380192638669828,0.10273588486223248,83.82913456190752,101.9184294596184,10,8.913305490736644
23.18496686506474,20941.054250896617,903.2169152008034,98.14552843815754,0.0077044586419848515,0.08734347784647248,0.01072923364097646,0.44511718623478175,0.5767897003289979,0.23666223007723672,0.18654806959376538,431.0994444360381,38.92122545047441,7,1.8162383836469242
9.1601328686379,4023.931964287413,439.2875105626897,237.33048064085992,0.16607838508184689,0.08127737228801411,0.04070101923330174,0.3001837519446224,0.6309582573634476,0.2055681162046149,0.16347362643193752,40.674674372914424,18.056939812468052,11,7.466281223519424
5.6768815919744515,4095.4209940123765,721.4208941405744,139.38531991646892,0.09525530652412062,0.06030241782957531,0.031514129655944426,0.4170875663320343,0.3761560513565842,0.43439525230935916,0.1894486963340566,71.19546207856746,22.11085580747472,11,14.466567303693203
27.348840030520606,27119.156321514623,991.6017019826194,235.83776215008044,0.1792225472897489,0.08987230042875774,0.013612078092257951,0.2578345772920996,0.4329349807297598,0.5495860210969487,0.01747899817329157,454.2231263756056,71.08756202587361,10,5.283392738109135
17.797367499314984,4990.577347283356,280.4109847973551,218.64425722577167,0.10802325994377593,0.12546176814048865,0.02920489844563678,0.5899079609328921,0.7283071420461877,0.2060843388747102,0.06560851907910206,69.68883093574787,65.29207331473839,3,1.5825984340664947
15.325733758091049,7488.325909897077,488.61124877258806,180.4169259315365,0.042648242134221526,0.18502402367535944,0.02905305698501975,0.4081218827209023,0.37226209443302344,0.06490996238756425,0.5628279431794123,307.7302809962659,8.306561299306138,3,7.752248117200603
23.6993215902583,3614.449891330857,152.51279989451643,281.96967194274504,0.14293201309401884,0.09469788021139076,0.01334878315459468,0.39894139840553133,0.5433291654190802,0.22409157264657378,0.23257926193434605,274.71602916162277,68.64216174423177,14,1.302569118324626
24.962465801636377,31422.218995018255,1258.7786497020827,41.48696492927863,0.16806002325995292,0.056246756767801664,0.03297113173459509,0.6361967685721297,0.3701245444993054,0.348973768275507,0.28090168722518766,391.2643212012988,20.622437163605,9,4.222995872528331
2.0849641291092134,1656.7111592196868,794.5993583724173,244.39292689864752,0.07928472320567884,0.19057987901394902,0.014545891907005932,0.5090342775390289,0.48546114193121936,0.4269590668685387,0.08757979120024195,150.3035925667733,140.72631765709968,13,3.304509446148254
2.302407962377541,1454.504790582054,631.7320016041316,227.09632564251527,0.22269812271963121,0.17868932793957265,0.025942918019322456,0.38955743109847585,0.7961877820279185,0.18173472135069627,0.022077496621385223,392.8458430921644,100.94088315932535,6,2.322533352861214
22.656898729121753,8993.572157498924,396.94630165509597,45.599800399330945,0.20777816803122653,0.03065686332489881,0.008963415407886954,0.5596296749125061,0.7684065752668896,0.055807200725473384,0.17578622400763702,441.0441591936083,33.483026528613124,6,5.344531420601327
23.54474030899415,32060.494737111563,1361.6839394429155,14.041523435378448,0.057414007499713815,0.026364443557304208,0.03388293368064287,0.2730995027771187,0.5503705931011711,0.06470054872634161,0.3849288581724873,267.97506786169754,105.66805316821853,11,3.7968591232408064
24.31961125928562,24634.640117125036,1012.9536962774903,45.888603058599934,0.2318906377516269,0.07951563876498813,0.015047434589046988,0.49315042721092006,0.6694920019577708,0.04331563509512345,0.28719236294710576,341.54617999888376,143.56537227181065,9,5.01024717634877
27.819444450048785,2053.322823961888,73.80890828530859,40.71024708771846,0.03508489926597816,0.08382286386326077,0.048311595607159086,0.5576255319406238,0.5775990211634123,0.26779170773212535,0.15460927110446232,468.5209141520993,121.63233276388075,7,11.986688289530624
1.5172667353326443,285.90742510261435,188.43583560139953,77.46581517026577,0.13269239764976337,0.12120316414000219,0.04338694768880056,0.5618642944032355,0.7147143074413682,0.22732051488539623,0.05796517767323556,223.90863755862975,59.256686294041494,7,6.962349209229139
19.90599974181925,24281.084866374433,1219.787259183162,78.63208526929853,0.1865035700608616,0.1633137526847821,0.005263903992706248,0.23993531417310693,0.5269484410381499,0.11724089162656355,0.3558106673352866,309.3838219655323,26.19512040794125,3,5.344685434937042
5.172286056163137,6685.282359105874,1292.5198425829324,54.54788460569701,0.028872515916338742,0.004229603267288007,0.0027697704582130057,0.30478488256151165,0.38276586136763907,0.17573895477319054,0.4414951838591704,55.08950833477243,90.71585333609083,12,10.53000337519309
12.41528324812882,5865.8227030234775,472.4678918547872,256.82817177843975,0.010868765503197986,0.03629968191930482,0.011837243555219801,0.3496325454993271,0.5522631185111151,0.3917719841234855,0.05596489736539939,298.4793463191032,65.35805172696288,4,6.230597938434002
16.18883551281148,2886.045029353064,178.2737879490537,278.204142015238,0.024778285394968874,0.16871499031955056,0.045132657196380856,0.7877424083519557,0.7167292768942799,0.014719275487492951,0.26855144761822713,406.95216372858897,118.02424341184269,1,9.994765863937667
23.590894282765742,5260.557188205244,222.99100344188003,258.6959217955417,0.11569984139837897,0.0770178992200707,0.031978163561855504,0.35987799050050767,0.5680340179738186,0.222126787102124,0.20983919492405742,95.69115314835973,74.29220473344314,3,4.255979167404232
11.657842493338713,6275.343540052692,538.2937317636965,208.86557018222416,0.07421911864282132,0.1897715853430681,0.045817400976908895,0.4885462569800472,0.4637477822062727,0.20348845432662138,0.33276376346710584,184.32976635220373,82.63804452535045,6,12.879846842830744
19.92503287624296,22594.447034478017,1133.9728860080254,93.5651281129139,0.1837232905775727,0.04048091862514367,0.034739906440924916,0.7164314409955366,0.5663611380328701,0.2744576804745449,0.15918118149258498,92.08833353172565,94.08506237857837,9,11.160018795799976
3.450303345882087,4529.827904294513,1312.8781588728514,242.25641106467802,0.14842050111658853,0.15652482092590939,0.039755741949154294,0.7676162376903983,0.36870396501890107,0.6053372972641036,0.025958737716995417,149.09017630441798,90.56100482695483,2,2.330688765901617
18.868805300699517,5150.356894644436,272.9561735661928,145.13569436455592,0.1306579438782807,0.1527846780013176,0.039962235825603334,0.4952919293452575,0.5824753057362209,0.23900387535924103,0.1785208189045381,311.8089175156278,140.02925417506478,12,2.639449922601547
3.543561345412284,3312.1457679288496,934.6940676551178,204.65710985949184,0.08340943958205954,0.17967330947230717,0.03812660735353262,0.36232096454610546,0.5093041503951897,0.3799563051609216,0.11073954444388867,201.17024835286537,50.59379712961812,2,3.206563080749995
5.285717803723558,6940.852327767793,1313.133350191012,221.6088555164396,0.13824826631322498,0.18722799736769247,0.03901507469546961,0.4876217384747243,0.5189520185993766,0.18439522697791771,0.2966527544227057,206.88895253598832,148.0615740140267,1,14.316725240053776
